"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Hungría","HUN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","4900","6800","7250","6850","6600","7520","8010","8970","10100","7500","6500","6800","6300","7474","8368","8838","9932","12772","10802","11219","11163","12989","15972","16247","22704","18612","19065","18811","20324","14969","16234","8445","8678","7886","8307","7314","7606","7406","7265","7514","7101","6638","6750","6536","7242","7609","7543","7024","7394","6366","6216","7048","6717","6472","7463","5926","5091","5636","5249","4836","5483.1","4600.53","4597.03","",
"Sólo BIRF","IBD","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","11619237.01","13865273","16255692","16794224","20301594","18637659","21293561.01","23011673","24874461","23380879","26690119","25587302","19957093","18608556","21166272","20304940","21746207","20933672.99","22924713.91","23867707.81","23425308.1","24686889.08","26369487.64","25499899.39","28514353.97","30680325.22","34197439.72","33887531.84","36809224.85","38630251.51","37472928.87","39497083.23","48797926.41","50531953.45","57036212.24","57292420.49","59249971.82","57504172.16","51411456.51","57247570.6","59142438.17","55943241.81","56885566.19","54065104.41","58746133.63","58429062.15","56393577.96","56703167.36","56719399.82","56554683.14","54055590.81","58473353.41","55908092.2","56616530.66","56256955.58","57592527.39","56530321.64","58128385.43","60792642.4","57958189.39","56660616.21","58483926.54","56865216.53","",
"BIRF y la AIF","IBT","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","13336142.01","15674802","18202842","18799913","22478876","20947010","23731678.01","25554050","27554641","26207220","29707176","28868426","23490817","22231762","24772667","23812576","25323088","24659220.99","26711148.91","27628253.81","27177460.1","28564735.08","30291804.64","29642276.63","32767400.11","35037334.33","38849920.44","38687860.12","41690043.82","43630421.5","42701132.04","44753886.48","54299094.41","56084785.06","62523504.52","63072240.22","65073452.98","63730151.58","57845627.6","64354669.21","66491213.91","63548512.88","64646625.99","62307157.69","67706434.33","67697383.17","65894092.81","66282923.4","66366761.67","66686690.16","64390356.1","69069149.66","66800054.83","67650803.17","67652903.35","68919285.03","68458872.94","71087746.25","73910290.91","70924247.95","69228611.64","71096825.64","69481886.38","",
"total de la AIF","IDA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","1716905","1809529","1947150","2005689","2177282","2309351","2438117","2542377","2680180","2826341","3017057","3281124","3533724","3623206","3606395","3507636","3576881","3725548","3786435","3760546","3752152","3877846","3922317","4142377.24","4253046.14","4357009.11","4652480.72","4800328.28","4880818.97","5000169.99","5228203.17","5256803.25","5501168","5552831.61","5487292.28","5779819.73","5823481.16","6225979.42","6434171.09","7107098.61","7348775.74","7605271.07","7761059.8","8242053.28","8960300.7","9268321.02","9500514.85","9579756.04","9647361.85","10132007.02","10334765.29","10595796.25","10891962.63","11034272.51","11395947.77","11326757.64","11928551.3","12959360.82","13117648.51","12966058.56","12567995.43","12612899.1","12616669.85","",
"mezcla de la AIF","IDB","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","227752","228163","246936","263926","299928","327834","379618","389040","397033","414853","463841","557964","593567","623930","599882","598927","648233","682604","730823","755048","740454","793266","813613","871173","884292","915606","967747.4","986888.5","1040073","1060525.3","1187277.81","1153926.48","1190626.2","1214947.69","1206326.31","1294685.4","1279711.8","1381512.09","1542745.74","1602411.76","1624814.29","1563432.2","1602883.74","1548907.36","1676224.1","1707241.49","1809771.7","1713525.15","1787407.51","1806075.72","1842045.95","1918141.79","1962293.79","2054400.61","2170335.2","2077579.74","2191016.57","2470427.37","2379309.22","2238095.36","2118758.28","2122383.92","2162710.94","",
"Indonesia","IDN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","681061","828628","857937","850976","910852","980902","1137261","1086299","1075825","1129110","1148494","1159181","1177852","1164611","1225698","1226933","1329767","1414037","1478892","1567885","1652660","1677030","1753048","1944527","1982327","2093069","2196212","2286077","2447412","2559240","2643521","2806423","2981883","3209582","3440912","3645428","3767439","3918222","4013311","4010871.5","4158534.6","4335940","4404801","4698733","4739638","4703117","4798414","5042176","5002765","5115756","5390461","5759674","5864409.35","6142410.11","6528638.33","6735639.15","6581114.83","7037821.1","7361120.86","7335060.4","6989080.19","7224500.62","7398555.47","",
"Sólo AIF","IDX","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","1489153","1581366","1700214","1741763","1877354","1981517","2058499","2153337","2283147","2411488","2553216","2723160","2940157","2999276","3006513","2908709","2928648","3042944","3055612","3005498","3011698","3084580","3108704","3271204.24","3368754.14","3441403.11","3684733.32","3813439.78","3840745.97","3939644.69","4040925.36","4102876.77","4310541.8","4337883.92","4280965.97","4485134.33","4543769.36","4844467.33","4891425.35","5504686.85","5723961.45","6041838.87","6158176.06","6693145.92","7284076.6","7561079.53","7690743.15","7866230.89","7859954.34","8325931.3","8492719.34","8677654.46","8929668.84","8979871.9","9225612.57","9249177.9","9737534.73","10488933.45","10738339.29","10727963.2","10449237.15","10490515.18","10453958.91","",
"Isla de Man","IMN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","4900","4900","4500","4000","3600","5100","4600","6000","7200","9800","14700","16900","18000","15500","14791","14505","11242","11844","10504","12407","10106","8642","6298","8322","7668","6974","5778","5561","5624","5696","4085","4562","4481","4850","3571","3734","3537","4289","2214","2609","3552","3112","3127","2984","2627","2764","2579","3812","2770","3555","4814","6844","6172","5745","3755","7781","7040","6759","4431","2939","2742.95","3041.34","3041","",
"India","IND","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","1116557.01","911641","919532","985873","1255504","1258353","1286639.01","1311378","1427129","1495679","1636829","1716303","1485142","1787620","2064670","2053375","1938973","2049754.99","2014855.01","2015210.01","2080157","2041720","1916381","2003865.5","2302519.1","2206097.6","2321272.89","2206075","2307632","2713689","2862586","2907233","2929102.01","3150212","3347607","3357739.99","3542948","3620948","3473492","3552149","3726427","3817092","3783853","3757899","3426509","3725361.99","3877337","3890293","4128727","4094756","4715816","4336132","4895142.41","4665438.43","4999493.43","4862038.51","5196946.01","5550953.01","5336183","5477100.02","4658197.01","5024904.98","5539024.95","",
"No clasificado","INX","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","40700","31200","28500","26500","30900","34600","38800","48900","50500","63500","75200","69200","86600","87391","85782","84165","90019","89222","100237","89552","144391","185429","205954","197088","224827","248827","248878","263767","273824","219849","248374","265510","279876","308504","327371","423559","365443","328045","360615","319385","312392","392528","318720","301218","310570","297181","241277","244368","234819","298584","348441","243454.95","305426.85","275949.83","306423.74","264370.53","259855.36","276329.84","251240.96","238443.64","208502.06","234158.85","203538.73","",
"Irán, República Islámica del","IRN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","20015","20015","20015","18015","18013","20014","21114","22515","24019","24016","26066","24309","19488","19949","69062","66807","70038","69745","67170","65413","43659","44608","92818","96665","99554","102850","133381","190800","208792","234383","241929","255504","305707","322005","308100","339661","351725","369988","367297","380197","383991","351142","324838","350123","369990","410567","445879","402767","407842","420372","443650","487633","537271.01","553776.02","620426.99","631122","689721.99","782479.99","828393.63","824550.01","790900.05","779465.73","","",
"Iraq","IRQ","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","9000","9000","9000","11300","19200","16800","14100","10200","19100","22000","32090","27100","31500","26700","22446","19532","25537","23101","22862","51785","49623","22445","20101","18503","16524","17000","16000","16000","21461","21555","22629","13485","18073","19941","25147","28208","30737","31302","22574","22423","20767","33300","26000","17200","12936","26008","59075","53032","34580","28245","19348","31541","51077","56853","59000","27296","31300","35220","36936","40069","34770.17","43679.69","44550","",
"Islandia","ISL","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","629985","734064","847335","797444","989173","1217833","1260336","915201","617356","707209","748800","699881","741506","922000","954849","1001791","1015137","1393432","1579019","1661093","1524774","1449847","801719","855025","1551637","1695450","1668515","1644279","1771451","1516866","1521354","1055867","1583211","1726884","1570944","1624389","2074579","2225449","1699721","1754408","2000046","2003941","2149508","2008658","1755172","1685753","1348043","1421057","1306593","1164432","1081655","1164914","1466751","1380229","1095508","1347485","1092966","1203786","1279500","1066888","1039086.19","1171229.4","1434724.47","",
"Israel","ISR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","5400","5900","7400","7000","7700","8900","14900","14900","18100","12100","15401","18713","20736","18295","15978","17751","18709","18512","19838","17976","16591","16414","15047","12182","12930","14149","12857","14531","13113","11875","8929","5573","5460","5125","4061","4941","5229","5204","6300","5884","5818","5024","5043","4055","3340","4151","3820","3435","2708","2712","2612","2575","3224","1983","2042","2097","1588","2054","2048","2046","2016","2035","2055","",
"Italia","ITA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","213960","240430","217082","226952","317196","344541","358591","358836","346140","349879","389117","390997","407839","395315","426700","399103","414847","363244","387029.4","412114.4","430265.5","430152.09","449270.66","454107.48","484030.73","482302.23","457232.43","443686.68","439140.38","415807.3","376932.17","411327.15","396467.5","397542.4","399338.8","397882.1","367754.5","345649.6","308484.7","284822.35","304156.85","312408.7","271902.1","297700.8","288939.8","298584.1","317852.7","289479.45","237619.5","254520","234960.5","217829.71","202430.39","177915.51","183451.41","198768.71","197090.86","197389.39","206936.7","186078.54","141176.99","151728.97","143645.53","",
"Jamaica","JAM","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","8500","11500","11900","10000","10000","9000","9000","9000","8500","8500","8500","9300","9500","9600","10100","10100","10130","10107","9759","9826","9230","8018","8065","8813","9610","9881","9813","8969","11880","13068","13650","15250","19100","23000","25277","24750","24255","20035","17546","17264","5540","14319","14892","12482","13471","13096","17703","16398","13055","16154","15390","17998","15383","18349","15204","17025","17307","19267","15346","13475","12874.92","13231","12529.49","",
"Jordania","JOR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","100","100","200","200","200","200","200","100","100","100","100","200","100","100","92","65","49","31","31","36","56","35","19","17","102","152","202","252","302","352","352","370","380","395","410","425","440","450","470","510","550","520","526","481","494","510","497","506","500","569","486","500","606.53","542.24","646.15","604.33","601.14","634.45","664.86","678.73","583.95","665","675","",
"Japón","JPN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","5925503","6404993","6519928","6325257","6001440","6539879","6735523","7466503","8138806","8122882","8747212","9290197","9617504","9915271","9899715","9709486","9771479","9838729","9844616","9635205","10062157","10355590.43","10437036.12","10828994.46","11589835.18","10950837.33","11479417.47","11298495.82","11351721.72","10606200.17","9771717.89","8677929.46","7961918.3","7431353.41","6767477.87","6146892.92","6097394.36","6082181.11","5430070.39","5319633.24","5191575.05","4835571.5","4501728.24","4800065.75","4451151.71","4440914.2","4451205.34","4430071.55","4441302.61","4230700.65","4188376.3","3873951.41","3756439.79","3737616.38","3735077.95","3500278.52","3296035.27","3276568.5","3380907.35","3260033.47","3267503.22","3254272.68","2967756.2","",
"Kazajstán","KAZ","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65124","56700","46433","48402","44273","31826","25000","36170","36620","22960","24668","25195","33306","37621","30045","34201","51267","38170","46827","34896","36939","34692","37137","40461","41334.54","41319.99","37283.15","45644.6","42597.38","41457.32","42691.92","",
"Kenya","KEN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","12600","13500","18400","20100","20700","23400","27900","27300","28200","32000","33700","28300","30000","29000","28581","27373","41164","43009","46425","51735","47875","57900","81718","98357","91127","106251","120244","131692","138391","146193","201542","198479","162967","182909","203362","193282.74","181463.35","161588.66","173154.58","205927.39","215798.91","164760.32","145164.33","120532","127297.07","147920","159266","132282","136109","134157","140607","181450","158743","163133","169169.1","165152","135106.19","154889.14","136213.52","130730.83","130165.36","141296.9","145801.47","",
"Kirguistán","KGZ","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","127","131","185","145","85","85","48","52","180","151","63","7","26","37","14","8","10","27","60","90","120","227","31","89","90","19","20","20","22","31","",
"Camboya","KHM","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","35000","45000","45000","40000","40000","45000","45000","50000","50000","52000","52200","77100","87100","84700","84700","84700","84700","84700","40900","30000","19600","51354","68251","67227","62814","67578","71451","79724","82296","76646","105027","111154","102678","101069","95054","103000","94710","102800","107900","269156","281619.51","427000.01","406150.01","363500","305800","381000","482500","458500","431000","465000","490000.01","536000","607999.99","638000","625255","608405.01","629950","648820","656105.01","601100.01","535900","508049.99","533450","",
"Kiribati","KIR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","5000","5000","6000","6000","6000","6000","7500","7500","7500","7500","8800","8900","9100","9200","9475","9650","9824","10053","10606","10838","12929","13502","13009","22485","19380","22844","29271","37877","25002","30983","26852","29170","30023","28884","29569","32121","33687","32139","37284","56641","35446","33280","36694","33712","31061","30562","25661","34170","27299","39426","43116","62907.02","77531.66","81409.01","116963","145976","174273","162549","197900.53","238698.32","212750.3","191128.54","203294.05","",
"Saint Kitts y Nevis","KNA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","600","600","600","700","700","700","800","800","800","800","1000","1000","1000","1000","1000","1218","1684","1695","1790","1777","1935","1900","1930","1177","1115","995","901","924","800","710","620","450","300","250","357","339","687","418","967","933","970","1039","949","873","1111","1516","1179","1275","1342","2064","21754","31071","21887","17717","66142","100398.52","65768.93","84958.17","1044.37","652","646.54","672.53","670","",
"Corea, República de","KOR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","338564","407113","445299","451522","527254","566483","611608","663431","734954","798519","752551","915674","1178402","1420581","1680423","1781172","1992496","1929422","1957653","1935815","1863228","2105368","2038071","2146033","2228809","2303047","2708337","2457850","2317365","2468774","2496909","2195470","2348616","2279380","2385513","2342340","2437110","2227791","2040832","2131618","1838195","2008995","1704448","1661787","1589746","1661761","1772459","1888362","1970882","1871904","1735000","1757193.59","1673719.63","1605307.22","1751932.5","1658005.13","1371347.39","1359547.23","1402993.76","1424965.84","1376149.23","1314889.31","","",
"Kuwait","KWT","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","3500","3500","3500","3500","4000","4000","4000","4500","4500","4500","4700","5700","5000","6100","5502","5934","4648","5913","6489","3065","3689","3714","6628","8722","9639","10116","7630","7699","10788","7643","4454","2034","7871","8466","7752","8616","8255","7827","7798","7398","6978","5846","5360","4060","5061","4895","5635","4373","3979","4708","6373","4038","3686","4307","3840","3859","5187","3978","2871","3016","3095","3525","1886","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","4196723","5976151","7761186","7714751","10012875","8441272","9854568","11341571","11810717","10464882","13980938","12116130","6435501","4333220","6063311","5408968","6450864","4969737","6564464","6944815","6170707","6407922","7183976","4603391.9","6936313.2","8204831.42","9739120.58","8466336.58","10552826.82","10644389.8","10195887.71","10358678.49","10725752.35","12452139.38","15579266.67","12999954.58","14024158.26","12408403.86","8059764.33","12316416.63","14663770.4","12176476.5","12795752.88","9979000.05","13455356.43","13385259.51","11419707.3","11635566.49","12091580.66","11480900.83","8643859","12599582.9","9006551.41","10074966.49","7932243.3","8963867.98","8017046.44","8556954.2","11657007.43","9194004.71","10032958.16","11358169.74","9959339.61","",
"República Democrática Popular Lao","LAO","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","12000","12000","15000","14984","14976","14968","17952","17928","17904","17872","19840","19784","19728","19656","19568","21464","21336","21192","21016","22816","22592","22320","22016","23672","23500","22000","21000","22000","21000","20000","18000","18500","19240","19500","23800","27370","23000","18857","19642","30041","29250","31000","33440","29800","29800","26560","26925","28410","29200","30800","30900","34000","34106","38946","60237","62635","57400","59069","60508","64701","70001","71000","","",
"Líbano","LBN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","2100","1900","2000","2200","2000","2300","2500","1800","2500","3000","2300","2000","1800","2400","3100","2400","1700","1600","1700","1650","1700","1500","1400","1300","1200","1400","1500","1713","1713","1713","1430","1732","1731","2032","2237","4085","4135","3655","3520","3560","3666","3670","3970","3898","3866","3798","3811","3700","3600","3500","3400","3300","3200","3100","2998","3638","4291","3617","2796","2619.8","2455","2580","2620","",
"Liberia","LBR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","4200","3700","4000","4000","4000","4500","5000","6000","6000","7000","8000","8200","8900","9300","10064","10046","10132","10190","10812","13484","11791","13004","13553","15277","14650","11478","16053","18731","16074","14802","6463","9620","8891","7782","7721","8829","7408","8491","10697","14682","11518","10496","11042","10464","13725","12147","8894","14488","7890","10700","11700","13421.05","14028.69","15090.98","14432.19","14009.22","13718.1","11974.1","14122.29","16134.03","31661.68","25169.14","29337.99","",
"Libia","LBY","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","2013","1700","1500","1400","1600","2924","3324","4236","5560","6500","5500","5600","2549","2975","4769","4949","4059","2046","4355","4500","12752","13130","14706","10122","11979.78","15900.6","17947","18592","21660","22008","24734","26036","28828","31093","33508","34408","35984","36885","37919","43603","49969","47296","44013","41834","39902","37395","34652","31926","47650","52117.3","50006","30004","34654","35504","24633","25730","29919.39","31873.99","32144.06","32335","31803.55","31951.33","32585","",
"Santa Lucía","LCA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","600","600","600","600","800","800","900","1000","1100","1100","1419","1519","1519","1627","1700","2000","2200","2500","2600","1024","969","891","921","910","946","1052","840","651","791","807","948","1016","1107","1395","1345","1343","1402","1416","1709","1900","2027","2160","1895","1668","1706","1590","1647","1732","1895","2066","1964","1811","1943.51","1991.64","1981.44","2030.47","2117.64","2091.51","2019.92","1845.1","1423.83","1414.47","1442.65","",
"América Latina y el Caribe","LCN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","4671108","6546239","8546582","8631622","11361368","9372860","11492500","12649471","13443841","11790397","15442626","13895969","7533042","5359633","7527352","6720176","8303322","6845771","9010989","10145447","9645773","10441885.79","11533764.04","9375311.05","12193696.27","13947814.24","16061914.48","14052172.61","16481947.48","17925762.41","16177184.89","17142969.03","17946351.89","19289036.32","24250147.69","21605103.06","21792312.41","19263496.45","12470694.02","18326729.73","20010298","17161064","18285122.58","14862990.05","19789403.43","19022276.56","16696347.3","16537600.69","16757186.66","16029440.36","12277604.73","16665351.56","12626036.51","12980533.77","11146052.73","11765213.73","10538674.31","11566743.76","14593813.87","12179880.19","12786593.95","14353282.81","12980116.48","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","1595350","1659388","1781193","1776449","1981379","1987485","2117280","2148360","2285315","2473374","2526342","2589094","3024705","3018949","2939051","2567631","2475481","2596325","2584629","2546760","2515630","2598644","2603634","2735726.69","2836578.74","2849663","3010800.39","3091320.12","3139120.97","3229633.69","3312906.36","3343570.77","3483240.72","3556195.03","3501775.3","3682957.41","3609793.05","3908213.49","3939375.49","4452035.15","4804843.85","5168239.87","5319109.06","5667869.72","6153218.17","6496810.64","6607577.16","6933977.68","6980722.2","7457900.6","7580343.66","7779935.11","8014945.21","8133194.56","8332603.71","8360423.4","8867712.38","9618270.21","9705312.25","9639603.91","9392539.67","9551104.56","9514860.08","",
"Países de ingreso bajo","LIC","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","719190","765400","803200","837600","858800","932800","1005100","1046200","1119300","1152263","1111801","1160145","1252496","1337444","1402893","1417477","1456076","1505431","1835135","1762268","1684641","1845893","1822134","1522699.55","1638062.4","1578855.11","1706583.93","1931832.66","1706753","1757994","1524581","1396952","1475746","1492755","1415366","1482098","1400178.6","1414752","1370907.9","1434161.55","1517914","1512996.5","1568815.5","1752489.5","1964544.5","1985160.5","1941095.5","1975253.5","1975106.5","2085037","2144055","2194136.33","2243647.99","2318394.67","2401946.7","2361575.77","2416620.5","2508055.95","2576362.78","2746961.52","2717987.52","2845544.51","2384740.15","",
"Liechtenstein","LIE","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Sri Lanka","LKA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","48103","59628","73471","71614","91125","74632","79973","82237","98302","95060","89241","74980","91867","96528","100469","109215","131643","136145","156083","164763","183416","201904","201183","205430","162462","177379","183568","186624","204875","219756","182893","210271","204433.08","229670.89","245586.67","234526.92","260186.31","270506.84","283119.86","310172.7","296749.6","267550","272602","319759.2","332854.4","216663","278603","304903","323888","336942","390187","421764.7","450850.61","461229.6","493496.68","467464.25","486425.38","472900.47","479279.73","471714.3","382486.8","372451.54","332622.7","",
"Países de ingreso mediano bajo","LMC","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","3836623.01","3728664","3979607","4204150","4848198","4907514","5231640.01","5314155","5611986","5942303","6198641","6558221","7036107","7469485","7432548","7101746","7005569","7302135.99","7357337.91","7381484.81","7447639.1","7748798.08","7860165.64","8497024.28","8755340.54","8857721.58","9402134.4","9472414.91","9809473.02","10459603.41","10893698.46","11168584.42","11857487.62","12103826.93","12517679.75","13009696.4","13131089.77","13811149.93","13986435.28","14916874.54","15601398.67","16189482.56","16162525.27","16574873.7","16793038.12","17613318.12","18041768.78","18370309.36","18860018.23","19425338.93","20212213.67","19751058.11","20976216.82","21071802.22","21975838.33","21926568.36","22985204.27","24467886.49","24267167.8","24260907.33","23053477.98","23481457.23","23504541.77","",
"Ingreso mediano y bajo","LMY","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","13001879.01","15284335","17616903","18051390","21261690","20138937","22213599.01","24400547","26024336","24988688","28237644","27092629","22421067","21198348","23269746","22337472","23481280","22829987.99","24762029.91","24774828.81","23985246.1","24992599.08","26417105.64","24890519.63","27588381.41","29415287.23","32707395.74","33406392.72","35895630.92","36600937.4","36851073.84","37999025.08","46979587.13","49314449.09","53846161.91","54404097.37","57288792.78","56830282.59","53456736.62","58360064.12","61181920.67","58552003.76","59111553.45","57401117.65","61313876.21","62020982.03","60598920.68","61378584.57","61701554.59","62038269.66","60694081.8","64945777.68","63132283.84","64657044.95","64388220.16","66022441.58","65797408.35","67908202.93","70803225.05","67748524.89","66220248.71","67838292.45","66008824.44","",
"Lesotho","LSO","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","10","16","22","22","26","28","30","30","30","32","24","40","42","45","45","45","48","50","45","45","45","50","50","52","52","52","52","52","57","67","75","79","",
"avanzada del dividendo demográfico","LTE","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","5170150","5736712","6443995","6686888","7544215","7575328","8572776","8207279","8728140","8643701","8873086","9670297","9786943","10399320","10922677","10991413","11742829","12638578","13602300.9","13941198.8","13992874.1","15155882.29","15413847.04","16244647.22","17648172.73","18503141.45","20304719.51","20622268.54","21078126.04","22378077.8","21170692.57","22296555.26","30513305.88","30297210.12","33177136.69","35655338.21","36981318.07","36745465.97","34081234.66","35714649.18","35175002.35","34055197.19","34322847.76","33680498.82","35014420.93","34526557.36","33954347.24","33656414.99","33091471.45","33637820.32","33047109.74","33775681.75","34200791.22","33928503.71","34760940.95","34871839.99","34539213.72","35039996.2","34917682.44","34188200.44","33276217.21","33457673.54","33539617.89","",
"Lituania","LTU","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","188467","117171","49162","57368","88514","44002","66578","72962","78988","150831","150146","157205","161988","139785","154548","187513","182760","172692","149851","138557","66970","90871","150067","85144","106945","89770","75019.25","102219.91","90991.31","96152.49","106922.15","",
"Luxemburgo","LUX","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Letonia","LVA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156747","141974","138105","149194","142644","105682","102331","125389","136403","128176","117553","114543","125391","150618","140389","155276","157934","163213","164819","154310","94404","116029","119536","81340","114278","69411.6","73144","71385","64989","61658.11","61508","",
"Región Administrativa Especial de Macao, China","MAC","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","5800","5800","5800","5500","5800","7000","7500","7500","7000","7000","5900","6100","5900","6000","6000","6000","7400","7160","9236","7881","6624","7545","6656","6250","8800","9100","8042","3517","2485","3464","2583","2322","2668","1898","1890","1604","1418","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","",
"Isla de San Martín (parte francesa)","MAF","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","","",
"Marruecos","MAR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","167700","176681","171949","180535","208582","225486","318580","273356","231475","233697","258177","234784","275036","399681","288681","230466","288930","265361","298072.1","290355.7","335327.6","395626","369420","459245","472646.1","478155.4","600413","499174.2","556290.4","526948.6","574947.3","603392","558729.1","631623.4","759687.2","856811.8","647629","791389.6","714037.1","746209.25","914824.2","1106101.9","969539.6","929778.6","931280.7","1039210","891750.6","891845.5","1006167.7","1175436.5","1143652.11","974039.99","1177472.38","1275508.7","1375097.05","1384017.61","1472314.42","1402130.8","1386548","1475913.65","1397532.69","1432199.14","1590644.21","",
"Mónaco","MCO","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",
